"Frame#","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
69,0.567,853.21167,231.34911,1357.03955,-323.03375,27.66029,1269.92346,-1101.65442,58.68631,1296.56982,-178.66339,192.91017,-0.76030,543.54205,-45.40584,55.10727,-1574.90967,255.43825,36.45642,-822.05328,-152.65965,2.90603
70,0.575,850.13782,230.58185,1361.28918,-322.53470,27.42692,1270.95886,-1100.60913,54.93559,1300.41797,-192.15344,192.56549,-0.64226,559.53680,-43.73884,51.83543,-1560.85596,246.95108,35.56852,-835.58923,-152.86176,2.81063
71,0.583,847.02472,229.71248,1365.43787,-321.97156,26.95447,1272.09680,-1099.35425,49.83339,1304.05457,-205.75848,192.26089,-0.54782,572.80353,-42.30727,47.79155,-1545.10742,239.88387,36.05091,-849.59143,-153.53127,3.24811
72,0.592,843.87988,228.74634,1369.45642,-321.32962,26.18313,1273.30591,-1098.10132,44.49809,1307.52063,-219.47864,191.93291,-0.47811,583.89355,-41.29559,43.73565,-1527.82031,234.05685,37.04275,-863.90851,-154.54840,4.05863
73,0.600,840.70453,227.68930,1373.31897,-320.60593,25.10479,1274.56873,-1097.07520,40.12883,1310.89197,-233.30524,191.50861,-0.42215,592.79517,-40.66742,40.01556,-1508.70605,228.98425,37.56328,-878.08942,-155.43506,4.74314
74,0.608,837.50830,226.57120,1377.00171,-319.81009,23.75845,1275.87231,-1096.40845,37.28635,1314.18591,-247.24670,190.97922,-0.38017,598.97656,-40.39707,36.51156,-1487.31421,224.39392,37.17790,-891.71399,-155.60559,4.91332
75,0.617,834.31757,225.43924,1380.47363,-318.95374,22.20026,1277.19617,-1096.09912,35.82732,1317.34973,-261.22614,190.42886,-0.32600,601.75861,-40.53887,32.81730,-1463.33984,220.28786,36.02782,-904.84955,-155.03899,4.60756
76,0.625,831.16644,224.31938,1383.69385,-318.04010,20.47140,1278.51025,-1096.05652,35.32956,1320.32751,-275.14093,189.92773,-0.23595,600.67932,-41.05334,28.54750,-1436.76184,216.69003,34.51861,-918.13342,-154.54868,4.26606
77,0.633,828.08118,223.20093,1386.62292,-317.07245,18.59353,1279.78455,-1096.15930,35.40589,1323.10400,-289.00275,189.47139,-0.13194,595.70673,-41.63622,23.65555,-1407.80005,213.47835,33.01307,-932.06287,-154.75999,4.22389
78,0.642,825.07642,222.06403,1389.23633,-316.06702,16.59047,1280.99744,-1096.28418,35.76756,1325.69189,-302.90582,189.04973,-0.04525,587.40192,-41.69411,18.58321,-1376.82568,210.40552,31.66465,-946.34241,-155.16089,4.19264
79,0.650,822.16925,220.91556,1391.53271,-315.05130,14.50185,1282.13562,-1096.31482,36.15340,1328.10229,-316.94348,188.65685,0.00674,576.94092,-40.62979,14.10058,-1344.24902,207.28189,30.51423,-960.33344,-154.86514,3.59793
80,0.658,819.39789,219.79715,1393.52625,-314.05341,12.36955,1283.18945,-1096.14624,36.20434,1330.32251,-331.12207,188.28514,0.02132,565.57037,-38.43736,10.82505,-1310.39941,204.22006,29.71512,-973.88831,-153.85187,2.44436
81,0.667,816.82562,218.76935,1395.22998,-313.09918,10.22300,1284.14941,-1095.70972,35.50040,1332.31702,-345.28534,187.98131,0.03528,553.80359,-35.99180,8.84758,-1275.53613,201.56111,29.48173,-987.35339,-152.84549,1.35354
82,0.675,814.52606,217.89635,1396.64612,-312.21710,8.08917,1285.00781,-1095.03271,33.92989,1334.06299,-359.22180,187.80357,0.11168,541.43097,-34.38004,7.83953,-1239.94604,199.46519,29.84538,-1001.00317,-152.37479,0.76985
83,0.683,812.56006,217.23120,1397.76782,-311.43488,6.00406,1285.76318,-1094.25720,31.87047,1335.57617,-372.83801,187.73332,0.30122,528.24786,-33.94420,7.37017,-1203.88538,197.76260,30.66980,-1014.85370,-152.49231,0.65231
84,0.692,810.96014,216.80032,1398.58093,-310.77606,4.00808,1286.41907,-1093.54724,29.79716,1336.87585,-386.13031,187.69023,0.66611,514.42035,-34.25617,7.11972,-1167.45618,196.24570,31.86141,-1028.93652,-153.22206,0.88041
85,0.700,809.73413,216.58929,1399.05872,-310.27271,2.15242,1286.98462,-1093.00952,27.94348,1337.93762,-399.06573,187.59903,1.29266,500.31885,-34.79764,6.94908,-1130.70520,194.90808,33.41567,-1043.46875,-154.84555,1.57462
86,0.708,808.88275,216.54233,1399.15869,-309.97318,0.50361,1287.47632,-1092.70203,26.35557,1338.70313,-411.55817,187.46382,2.22827,486.25644,-35.34179,6.82811,-1093.85352,193.83676,35.26660,-1058.62756,-157.61879,2.93805
87,0.717,808.40698,216.59406,1398.83386,-309.93103,-0.89194,1287.91418,-1092.66370,24.98016,1339.12000,-423.50842,187.37466,3.48224,472.34628,-35.87473,6.72333,-1057.31580,193.04382,37.18097,-1074.15833,-161.15074,4.79438
88,0.725,808.29260,216.70206,1398.05640,-310.19269,-2.04270,1288.31445,-1092.92712,23.68864,1339.16602,-434.85876,187.38873,5.11040,458.55411,-36.43839,6.58262,-1021.48889,192.50061,38.85553,-1089.41858,-164.34836,6.49609
89,0.733,808.50110,216.84201,1396.82068,-310.79477,-2.99238,1288.68237,-1093.53088,22.32469,1338.85974,-445.62494,187.50015,7.24553,444.84616,-37.10139,6.39656,-986.54547,192.22778,40.09383,-1103.89490,-166.28596,7.46819
